date,open,high,low,close,symbol
2011-08-01,2391.41992,2396.5,2325.16992,2354.05005,NDX
2011-08-01,391.62012,394.31006,381.82007,386.92993,SOX
2011-08-02,12129.77,12130.3,11865.56,11866.62,DJI
2011-08-02,2340.72998,2352.47998,2291.37012,2292.8501,NDX
2011-08-02,382.86011,386.54004,375.13989,375.16992,SOX
2011-08-03,11863.74,11904.91,11700.34,11896.44,DJI
2011-08-03,2294.93994,2316.72998,2254.90991,2312.78003,NDX
2011-08-03,375.02002,380.05005,367.67993,379.38989,SOX
2011-08-04,11893.86,11893.94,11372.14,11383.68,DJI
2011-08-04,2275.30005,2284.30005,2207.05005,2207.19995,NDX
2011-08-04,373.28003,374.48999,357.22998,357.32007,SOX
2011-08-05,11383.98,11555.41,11139.0,11444.61,DJI
2011-08-05,2227.48999,2240.67993,2131.52002,2194.37988,NDX
2011-08-05,361.53003,366.04004,340.25,350.21997,SOX
2011-08-08,11433.93,11434.09,10809.85,10809.85,DJI
2011-08-08,2127.87012,2162.78003,2060.29004,2060.29004,NDX
2011-08-08,339.18994,344.96997,329.86011,331.33008,SOX
2011-08-09,10810.91,11244.01,10604.07,11239.77,DJI
2011-08-09,2095.98999,2161.75,2034.91992,2160.79004,NDX
2011-08-09,337.29004,346.8501,326.87988,346.68994,SOX
2011-08-10,11228.0,11228.0,10686.49,10719.94,DJI
2011-08-10,2110.13989,2142.31006,2070.23999,2073.09009,NDX
2011-08-10,340.21997,350.66992,335.07007,339.54004,SOX
2011-08-11,10729.85,11278.9,10729.85,11143.31,DJI
2011-08-11,2108.91992,2187.47998,2091.90991,2167.07007,NDX
2011-08-11,343.86011,361.20996,342.28003,357.12012,SOX
2011-08-12,11143.46,11346.67,11142.18,11269.02,DJI
2011-08-12,2176.54004,2195.25,2154.86011,2182.05005,NDX
2011-08-12,360.08008,362.98999,353.04004,355.62012,SOX
2011-08-15,11269.85,11484.6,11269.85,11482.9,DJI
2011-08-15,2189.48999,2214.12012,2180.86011,2214.12012,NDX
2011-08-15,356.20996,362.6499,356.16992,362.6499,SOX
2011-08-16,11480.48,11488.01,11292.63,11405.93,DJI
2011-08-16,2190.13989,2211.8999,2165.04004,2194.27002,NDX
2011-08-16,358.08008,361.69995,351.03003,355.40991,SOX
2011-08-17,11392.01,11529.67,11322.3,11410.21,DJI
2011-08-17,2193.30005,2214.26001,2158.94995,2181.62012,NDX
2011-08-17,354.63989,360.84009,349.66992,353.1001,SOX
2011-08-18,11406.27,11406.5,10881.6,10990.58,DJI
2011-08-18,2116.79004,2118.61011,2055.17993,2073.03003,NDX
2011-08-18,343.11011,343.11011,329.94995,332.22998,SOX
2011-08-19,10989.75,11086.4,10801.41,10817.65,DJI
2011-08-19,2053.01001,2102.87988,2035.30005,2038.21997,NDX
2011-08-19,330.19995,339.69995,325.40991,326.32007,SOX
2011-08-22,10820.37,11020.55,10820.37,10854.65,DJI
2011-08-22,2084.27002,2084.83008,2038.13989,2044.72998,NDX
2011-08-22,333.15991,335.6001,326.73999,328.93994,SOX
2011-08-23,10854.58,11176.84,10854.43,11176.76,DJI
2011-08-23,2059.03003,2129.27002,2050.18994,2129.27002,NDX
2011-08-23,331.04004,346.09009,329.86011,346.09009,SOX
2011-08-24,11175.78,11331.57,11113.04,11320.71,DJI
2011-08-24,2121.52002,2148.21997,2105.31006,2145.04004,NDX
2011-08-24,346.1001,348.67993,338.63989,345.68994,SOX
2011-08-25,11321.02,11406.39,11106.76,11149.82,DJI
2011-08-25,2141.86011,2153.70996,2102.5,2108.20996,NDX
2011-08-25,344.23999,347.81006,335.73999,336.33008,SOX
2011-08-26,11145.2,11326.43,10929.2,11284.54,DJI
2011-08-26,2101.90991,2169.40991,2082.04004,2161.96997,NDX
2011-08-26,335.56006,347.3999,331.42993,345.78003,SOX
2011-08-29,11286.65,11541.78,11286.58,11539.25,DJI
2011-08-29,2188.66992,2224.5,2187.71997,2223.95996,NDX
2011-08-29,350.01001,358.44995,349.96997,358.43994,SOX
2011-08-30,11532.13,11630.07,11429.39,11559.95,DJI
2011-08-30,2212.07007,2250.1001,2202.44995,2237.68994,NDX
2011-08-30,355.55005,360.3999,353.12012,358.22998,SOX
2011-08-31,11560.48,11712.6,11528.08,11613.53,DJI
2011-08-31,2248.18994,2268.07007,2222.47998,2241.01001,NDX
2011-08-31,360.61011,363.62988,353.1499,355.79004,SOX
2011-09-01,11613.3,11716.84,11488.46,11493.57,DJI
2011-09-01,2245.01001,2263.93994,2217.02002,2219.05005,NDX
2011-09-01,356.76001,359.19995,349.52002,349.8501,SOX
2011-09-02,11492.06,11492.14,11211.35,11240.26,DJI
2011-09-02,2178.11011,2189.76001,2156.98999,2167.83008,NDX
2011-09-02,343.1499,345.07007,339.62012,341.45996,SOX
2011-09-06,11237.31,11237.46,10932.53,11139.3,DJI
2011-09-06,2116.47998,2171.38989,2112.84009,2167.6001,NDX
2011-09-06,331.81006,339.62012,330.6499,339.09009,SOX
2011-09-07,11137.63,11414.86,11137.63,11414.86,DJI
2011-09-07,2198.61011,2223.80005,2193.83008,2223.75,NDX
2011-09-07,346.01001,354.42993,346.01001,354.26001,SOX
2011-09-08,11414.86,11477.3,11283.74,11295.81,DJI
2011-09-08,2212.70996,2244.51001,2206.79004,2214.29004,NDX
2011-09-08,351.88989,361.11011,350.33008,352.1499,SOX
2011-09-09,11294.6,11294.83,10935.64,10992.13,DJI
2011-09-09,2197.71997,2206.48999,2151.3501,2163.65991,NDX
2011-09-09,349.70996,357.91992,346.15991,348.3999,SOX
2011-09-12,10990.01,11062.03,10824.76,11061.12,DJI
2011-09-12,2145.78003,2192.28003,2135.6499,2191.84009,NDX
2011-09-12,347.87012,358.95996,346.08008,358.95996,SOX
2011-09-13,11054.99,11140.85,10987.18,11105.85,DJI
2011-09-13,2197.65991,2225.3999,2189.83008,2220.58008,NDX
2011-09-13,359.92993,367.23999,358.44995,366.16992,SOX
2011-09-14,11106.83,11386.78,10993.84,11246.73,DJI
2011-09-14,2233.65991,2277.91992,2210.62988,2252.75,NDX
2011-09-14,368.87012,379.73999,366.66992,375.72998,SOX
2011-09-15,11247.72,11433.4,11247.49,11433.18,DJI
2011-09-15,2273.21997,2289.68994,2254.46997,2286.56006,NDX
2011-09-15,379.72998,382.16992,376.31006,381.09009,SOX
2011-09-16,11433.71,11532.47,11407.41,11509.09,DJI
2011-09-16,2284.28003,2308.95996,2283.42993,2306.09009,NDX
2011-09-16,381.5,385.84009,380.17993,381.90991,SOX
2011-09-19,11506.67,11506.82,11255.25,11401.01,DJI
2011-09-19,2277.63989,2319.72998,2260.23999,2308.76001,NDX
2011-09-19,375.3999,379.79004,371.36011,377.48999,SOX
2011-09-20,11401.47,11550.22,11373.92,11408.66,DJI
2011-09-20,2318.55005,2337.69995,2293.06006,2295.88989,NDX
2011-09-20,378.81006,380.3999,372.55005,372.76001,SOX
2011-09-21,11408.58,11447.86,11117.28,11124.84,DJI
2011-09-21,2308.40991,2321.21997,2257.55005,2258.30005,NDX
2011-09-21,374.3999,377.25,365.28003,365.37012,SOX
2011-09-22,11121.89,11122.12,10597.14,10733.83,DJI
2011-09-22,2196.62988,2219.71997,2151.47998,2184.59009,NDX
2011-09-22,356.32007,356.70996,346.90991,352.78003,SOX
2011-09-23,10732.77,10808.49,10638.73,10771.48,DJI
2011-09-23,2165.75,2216.75,2165.62012,2206.86011,NDX
2011-09-23,349.26001,361.37988,349.07007,359.94995,SOX
2011-09-26,10771.78,11057.49,10771.78,11043.86,DJI
2011-09-26,2216.65991,2237.12988,2170.13989,2234.28003,NDX
2011-09-26,361.12988,361.53003,351.12988,359.5,SOX
2011-09-27,11045.23,11369.3,11045.23,11190.69,DJI
2011-09-27,2270.68994,2290.70996,2241.75,2253.55005,NDX
2011-09-27,364.65991,373.68994,363.80005,366.01001,SOX
2011-09-28,11189.1,11317.08,10996.98,11010.9,DJI
2011-09-28,2266.29004,2281.09009,2218.77002,2220.84009,NDX
2011-09-28,367.1499,367.86011,355.27002,355.36011,SOX
2011-09-29,11012.79,11271.14,10965.45,11153.98,DJI
2011-09-29,2255.55005,2258.95996,2160.19995,2197.67993,NDX
2011-09-29,359.88989,361.32007,344.01001,350.82007,SOX
2011-09-30,11152.32,11152.39,10909.52,10913.38,DJI
2011-09-30,2167.23999,2185.61011,2139.16992,2139.17993,NDX
2011-09-30,346.78003,348.3999,338.76001,338.82007,SOX
2011-10-03,10912.1,10979.19,10653.34,10655.3,DJI
2011-10-03,2128.02002,2153.94995,2084.30005,2085.04004,NDX
2011-10-03,336.73999,340.47998,326.1499,326.37012,SOX
2011-10-04,10651.44,10825.44,10404.49,10808.71,DJI
2011-10-04,2064.01001,2131.31006,2042.8999,2129.20996,NDX
2011-10-04,323.13989,340.3501,322.23999,340.22998,SOX
2011-10-05,10800.47,10950.89,10738.1,10939.95,DJI
2011-10-05,2121.03003,2187.56006,2106.62012,2182.77002,NDX
2011-10-05,339.3999,351.68994,335.58008,350.78003,SOX
2011-10-06,10939.87,11132.6,10858.67,11123.33,DJI
2011-10-06,2181.58008,2218.30005,2169.57007,2217.98999,NDX
2011-10-06,350.71997,355.31006,346.1499,355.16992,SOX
2011-10-07,11123.41,11232.05,11051.13,11103.12,DJI
2011-10-07,2217.51001,2227.37988,2190.26001,2202.76001,NDX
2011-10-07,355.95996,361.08008,353.15991,356.72998,SOX
2011-10-10,11104.56,11433.33,11104.56,11433.18,DJI
2011-10-10,2241.16992,2278.73999,2237.47998,2278.6499,NDX
2011-10-10,362.26001,368.40991,361.97998,366.79004,SOX
2011-10-11,11432.8,11447.86,11365.67,11416.3,DJI
2011-10-11,2272.63989,2300.69995,2269.54004,2294.91992,NDX
2011-10-11,364.68994,367.48999,363.1499,365.69995,SOX
2011-10-12,11417.36,11625.3,11417.28,11518.85,DJI
2011-10-12,2316.76001,2331.90991,2305.31006,2307.17993,NDX
2011-10-12,368.37012,373.01001,368.1499,369.17993,SOX
2011-10-13,11518.09,11518.09,11377.82,11478.13,DJI
2011-10-13,2300.86011,2330.63989,2299.72998,2326.87988,NDX
2011-10-13,367.88989,377.48999,367.13989,376.6001,SOX
2011-10-14,11478.97,11646.83,11478.66,11644.49,DJI
2011-10-14,2360.0,2371.93994,2344.73999,2371.93994,NDX
2011-10-14,379.84009,381.29004,374.43994,380.86011,SOX
2011-10-17,11643.35,11643.35,11378.35,11397.0,DJI
2011-10-17,2359.53003,2367.20996,2322.53003,2334.37988,NDX
2011-10-17,377.86011,378.32007,369.27002,370.31006,SOX
2011-10-18,11396.17,11652.74,11296.12,11577.05,DJI
2011-10-18,2331.97998,2375.26001,2309.87988,2364.87012,NDX
2011-10-18,370.29004,379.56006,366.43994,378.65991,SOX
2011-10-19,11577.54,11633.7,11469.17,11504.62,DJI
2011-10-19,2348.52002,2357.55005,2310.6499,2316.81006,NDX
2011-10-19,377.27002,377.47998,369.37012,370.15991,SOX
2011-10-20,11502.13,11581.25,11391.14,11541.78,DJI
2011-10-20,2317.34009,2317.55005,2274.48999,2306.29004,NDX
2011-10-20,366.73999,366.73999,356.96997,363.87988,SOX
2011-10-21,11543.22,11812.46,11542.84,11808.79,DJI
2011-10-21,2332.20996,2349.79004,2314.77002,2335.92993,NDX
2011-10-21,368.95996,376.82007,368.95996,372.1001,SOX
2011-10-24,11807.96,11940.75,11805.77,11913.62,DJI
2011-10-24,2341.70996,2389.90991,2340.15991,2384.41992,NDX
2011-10-24,373.5,385.12988,373.46997,384.6499,SOX
2011-10-25,11912.63,11912.86,11682.52,11706.62,DJI
2011-10-25,2375.48999,2375.53003,2332.17993,2335.87012,NDX
2011-10-25,381.54004,384.65991,376.87012,377.45996,SOX
2011-10-26,11707.76,11891.21,11694.36,11869.04,DJI
2011-10-26,2349.8501,2355.02002,2291.78003,2334.79004,NDX
2011-10-26,381.11011,383.65991,371.38989,379.47998,SOX
2011-10-27,11872.07,12284.31,11872.07,12208.55,DJI
2011-10-27,2390.68994,2412.52002,2365.90991,2399.83008,NDX
2011-10-27,388.82007,398.02002,387.70996,395.73999,SOX
2011-10-28,12207.34,12251.92,12164.24,12231.11,DJI
2011-10-28,2386.02002,2404.80005,2384.96997,2401.29004,NDX
2011-10-28,393.52002,396.62988,392.69995,396.33008,SOX
2011-10-31,12229.22,12229.29,11954.41,11955.01,DJI
2011-10-31,2376.98999,2389.29004,2359.8501,2360.08008,NDX
2011-10-31,392.27002,392.47998,386.41992,386.48999,SOX
2011-11-01,11951.53,11951.76,11630.03,11657.96,DJI
2011-11-01,2301.11011,2321.36011,2287.73999,2298.37012,NDX
2011-11-01,376.11011,378.51001,371.79004,374.05005,SOX
2011-11-02,11658.49,11876.83,11658.49,11836.04,DJI
2011-11-02,2321.8999,2329.06006,2298.70996,2318.32007,NDX
2011-11-02,377.51001,379.21997,372.87012,375.87988,SOX
2011-11-03,11835.59,12065.93,11835.43,12044.47,DJI
2011-11-03,2340.13989,2369.77002,2311.19995,2367.70996,NDX
2011-11-03,379.93994,387.78003,371.91992,387.1499,SOX
2011-11-04,12043.41,12043.49,11850.31,11983.24,DJI
2011-11-04,2353.51001,2364.37012,2331.45996,2356.32007,NDX
2011-11-04,383.8999,392.84009,383.80005,391.47998,SOX
2011-11-07,11983.02,12074.44,11880.69,12068.39,DJI
2011-11-07,2353.82007,2372.71997,2329.67993,2371.04004,NDX
2011-11-07,389.80005,391.87012,383.82007,390.87012,SOX
2011-11-08,12055.52,12187.51,12002.17,12170.18,DJI
2011-11-08,2386.18994,2402.51001,2362.22998,2400.01001,NDX
2011-11-08,393.26001,394.96997,386.70996,393.21997,SOX
2011-11-09,12166.4,12166.4,11736.93,11780.94,DJI
2011-11-09,2346.73999,2354.8999,2307.78003,2314.1001,NDX
2011-11-09,384.02002,384.07007,374.36011,375.04004,SOX
2011-11-10,11780.03,11961.14,11779.88,11891.74,DJI
2011-11-10,2338.6001,2338.90991,2290.53003,2312.07007,NDX
2011-11-10,379.79004,380.79004,372.54004,378.22998,SOX
2011-11-11,11896.28,12179.72,11896.28,12153.68,DJI
2011-11-11,2336.43994,2363.12012,2330.62988,2355.78003,NDX
2011-11-11,382.87988,392.98999,382.58008,391.6001,SOX
2011-11-14,12153.0,12170.56,12027.03,12078.98,DJI
2011-11-14,2350.90991,2362.45996,2333.55005,2341.32007,NDX
2011-11-14,390.81006,393.06006,384.36011,386.56006,SOX
2011-11-15,12077.92,12165.11,12001.26,12096.16,DJI
2011-11-15,2334.23999,2375.1001,2331.75,2366.23999,NDX
2011-11-15,385.68994,394.37988,385.09009,392.22998,SOX
2011-11-16,12084.74,12109.03,11890.57,11905.59,DJI
2011-11-16,2345.27002,2365.12988,2322.05005,2324.37012,NDX
2011-11-16,388.70996,396.06006,386.86011,389.91992,SOX
2011-11-17,11905.67,11948.43,11676.35,11770.73,DJI
2011-11-17,2320.63989,2320.81006,2257.91992,2272.09009,NDX
2011-11-17,388.34009,388.47998,370.52002,374.3501,SOX
2011-11-18,11768.98,11854.81,11755.82,11796.16,DJI
2011-11-18,2273.63989,2274.62012,2250.93994,2253.94995,NDX
2011-11-18,376.29004,376.68994,369.6001,371.25,SOX
2011-11-21,11795.55,11795.7,11454.07,11547.31,DJI
2011-11-21,2219.87988,2225.54004,2188.13989,2211.13989,NDX
2011-11-21,366.3999,366.53003,359.16992,364.19995,SOX
2011-11-22,11542.39,11571.75,11433.97,11493.72,DJI
2011-11-22,2205.31006,2224.04004,2191.87012,2216.33008,NDX
2011-11-22,362.91992,366.6499,357.59009,359.65991,SOX
2011-11-23,11492.74,11492.82,11257.55,11257.55,DJI
2011-11-23,2199.45996,2203.13989,2166.54004,2166.54004,NDX
2011-11-23,356.11011,356.12988,348.11011,348.16992,SOX
2011-11-25,11251.88,11361.47,11231.56,11231.78,DJI
2011-11-25,2159.93994,2182.28003,2150.70996,2150.87988,NDX
2011-11-25,347.12988,351.58008,344.06006,344.13989,SOX
2011-11-28,11232.47,11562.1,11232.16,11523.01,DJI
2011-11-28,2207.67993,2227.81006,2206.68994,2224.21997,NDX
2011-11-28,353.63989,357.57007,351.72998,355.16992,SOX
2011-11-29,11523.01,11624.01,11517.04,11555.63,DJI
2011-11-29,2225.12012,2240.62988,2205.77002,2211.38989,NDX
2011-11-29,355.72998,358.29004,351.79004,352.62012,SOX
2011-11-30,11559.27,12045.68,11559.27,12045.68,DJI
2011-11-30,2270.28003,2295.3501,2264.71997,2295.19995,NDX
2011-11-30,361.12988,373.59009,361.12988,373.32007,SOX
2011-12-01,12046.21,12062.64,11974.62,12020.03,DJI
2011-12-01,2294.27002,2314.8999,2292.26001,2309.19995,NDX
2011-12-01,373.17993,376.08008,370.26001,375.31006,SOX
2011-12-02,12022.37,12146.68,12007.12,12019.42,DJI
2011-12-02,2327.87012,2331.12012,2301.25,2302.04004,NDX
2011-12-02,378.93994,381.1001,374.16992,374.57007,SOX
2011-12-05,12021.54,12186.53,12021.46,12097.83,DJI
2011-12-05,2336.55005,2343.1001,2315.17993,2326.94995,NDX
2011-12-05,379.93994,381.8999,375.97998,378.12012,SOX
2011-12-06,12097.75,12215.71,12076.71,12150.13,DJI
2011-12-06,2327.6499,2335.79004,2313.98999,2321.48999,NDX
2011-12-06,378.18994,379.37012,374.45996,377.40991,SOX
2011-12-07,12144.41,12257.67,12060.37,12196.37,DJI
2011-12-07,2312.55005,2331.72998,2292.1499,2320.54004,NDX
2011-12-07,376.31006,382.8501,372.20996,381.8501,SOX
2011-12-08,12195.91,12195.91,11966.22,11997.7,DJI
2011-12-08,2309.53003,2324.04004,2278.41992,2282.59009,NDX
2011-12-08,378.66992,382.86011,370.18994,371.12988,SOX
2011-12-09,11996.03,12212.83,11995.51,12184.26,DJI
2011-12-09,2287.27002,2325.63989,2287.27002,2318.67993,NDX
2011-12-09,367.56006,377.04004,364.6499,375.66992,SOX
2011-12-12,12181.08,12181.38,11940.86,12021.39,DJI
2011-12-12,2295.42993,2295.53003,2274.1499,2292.23999,NDX
2011-12-12,368.92993,368.92993,360.98999,365.1499,SOX
2011-12-13,12018.66,12147.7,11904.38,11954.94,DJI
2011-12-13,2308.29004,2316.8999,2258.70996,2268.37012,NDX
2011-12-13,367.57007,369.27002,354.75,356.53003,SOX
2011-12-14,11949.72,11950.02,11786.47,11823.48,DJI
2011-12-14,2259.84009,2260.52002,2219.67993,2233.03003,NDX
2011-12-14,356.96997,358.16992,349.05005,350.72998,SOX
2011-12-15,11825.29,11967.84,11825.22,11868.81,DJI
2011-12-15,2253.13989,2253.20996,2223.52002,2226.70996,NDX
2011-12-15,356.34009,357.13989,348.70996,350.04004,SOX
2011-12-16,11870.25,11968.18,11819.31,11866.39,DJI
2011-12-16,2238.59009,2267.55005,2234.30005,2238.17993,NDX
2011-12-16,352.29004,357.83008,351.6499,352.86011,SOX
2011-12-19,11866.54,11925.88,11735.19,11766.26,DJI
2011-12-19,2244.37012,2250.27002,2209.57007,2215.27002,NDX
2011-12-19,353.54004,354.5,342.73999,343.36011,SOX
2011-12-20,11769.21,12117.13,11768.83,12103.58,DJI
2011-12-20,2253.18994,2283.44995,2248.42993,2281.93994,NDX
2011-12-20,349.72998,359.62012,349.72998,358.72998,SOX
2011-12-21,12103.28,12119.7,11999.44,12107.74,DJI
2011-12-21,2265.8999,2267.01001,2222.67993,2249.03003,NDX
2011-12-21,358.93994,359.70996,349.94995,354.44995,SOX
2011-12-22,12107.59,12182.71,12107.37,12169.65,DJI
2011-12-22,2254.67993,2268.59009,2251.31006,2266.77002,NDX
2011-12-22,355.98999,368.03003,355.97998,366.81006,SOX
2011-12-23,12169.8,12297.44,12169.8,12294.0,DJI
2011-12-23,2274.3501,2287.95996,2268.23999,2287.57007,NDX
2011-12-23,367.91992,368.82007,364.29004,368.6001,SOX
2011-12-27,12293.47,12328.47,12269.97,12291.35,DJI
2011-12-27,2284.29004,2301.30005,2281.86011,2293.12012,NDX
2011-12-27,367.47998,371.02002,366.46997,368.01001,SOX
2011-12-28,12288.85,12299.11,12140.17,12151.41,DJI
2011-12-28,2294.96997,2295.16992,2262.21997,2267.08008,NDX
2011-12-28,367.82007,368.29004,362.08008,362.59009,SOX
2011-12-29,12152.09,12293.96,12152.09,12287.04,DJI
2011-12-29,2272.56006,2285.71997,2264.88989,2285.07007,NDX
2011-12-29,363.98999,366.48999,362.21997,365.92993,SOX
2011-12-30,12286.13,12290.06,12213.78,12217.56,DJI
2011-12-30,2281.90991,2289.12012,2277.77002,2277.83008,NDX
2011-12-30,365.68994,367.21997,364.25,364.43994,SOX
2012-01-03,12221.19,12479.65,12221.19,12397.38,DJI
2012-01-03,2323.15991,2332.23999,2315.28003,2321.95996,NDX
2012-01-03,371.62012,374.8999,367.95996,368.6001,SOX
2012-01-04,12392.46,12430.0,12337.25,12418.42,DJI
2012-01-04,2316.53003,2333.29004,2307.56006,2329.70996,NDX
2012-01-04,367.07007,369.52002,364.13989,368.65991,SOX
2012-01-05,12418.42,12435.98,12283.9,12415.7,DJI
2012-01-05,2326.58008,2351.44995,2317.52002,2348.97998,NDX
2012-01-05,368.37012,374.5,367.5,374.16992,SOX
2012-01-06,12407.45,12415.24,12332.41,12359.92,DJI
2012-01-06,2350.67993,2362.58008,2341.63989,2356.16992,NDX
2012-01-06,373.66992,375.76001,371.12012,375.21997,SOX
2012-01-09,12359.31,12409.08,12333.85,12392.69,DJI
2012-01-09,2362.53003,2363.47998,2342.34009,2350.6499,NDX
2012-01-09,377.69995,383.16992,376.55005,382.59009,SOX
2012-01-10,12394.51,12514.69,12394.51,12462.47,DJI
2012-01-10,2374.26001,2381.42993,2360.97998,2367.37988,NDX
2012-01-10,387.09009,388.3999,384.46997,386.28003,SOX
2012-01-11,12459.52,12462.58,12399.01,12449.45,DJI
2012-01-11,2363.68994,2376.58008,2357.53003,2372.25,NDX
2012-01-11,384.73999,388.62988,383.96997,387.88989,SOX
2012-01-12,12449.91,12483.7,12385.08,12471.02,DJI
2012-01-12,2377.34009,2384.26001,2359.91992,2381.98999,NDX
2012-01-12,389.03003,392.52002,386.34009,391.75,SOX
2012-01-13,12469.96,12470.12,12311.79,12422.06,DJI
2012-01-13,2371.41992,2373.5,2352.76001,2371.97998,NDX
2012-01-13,389.34009,389.34009,382.83008,383.46997,SOX
2012-01-17,12423.12,12573.65,12423.12,12482.07,DJI
2012-01-17,2396.13989,2404.08008,2385.79004,2393.23999,NDX
2012-01-17,387.04004,389.06006,384.62988,385.21997,SOX
2012-01-18,12474.69,12582.28,12453.2,12578.95,DJI
2012-01-18,2396.62988,2425.95996,2395.42993,2425.95996,NDX
2012-01-18,390.79004,405.25,390.79004,404.6001,SOX
2012-01-19,12578.19,12625.8,12563.58,12623.98,DJI
2012-01-19,2435.13989,2445.59009,2433.03003,2441.69995,NDX
2012-01-19,407.31006,412.87012,407.20996,412.11011,SOX
2012-01-20,12623.83,12720.48,12620.76,12720.48,DJI
2012-01-20,2428.65991,2438.25,2428.3501,2437.02002,NDX
2012-01-20,410.69995,414.92993,410.57007,414.34009,SOX
2012-01-23,12720.25,12764.49,12665.83,12708.82,DJI
2012-01-23,2437.06006,2455.21997,2424.29004,2437.21997,NDX
2012-01-23,414.07007,416.16992,410.09009,413.09009,SOX
2012-01-24,12708.37,12708.52,12613.54,12675.75,DJI
2012-01-24,2426.86011,2440.19995,2423.23999,2433.95996,NDX
2012-01-24,411.18994,415.87012,410.25,414.54004,SOX
2012-01-25,12673.63,12778.26,12580.12,12756.96,DJI
2012-01-25,2456.55005,2470.58008,2440.57007,2465.65991,NDX
2012-01-25,414.52002,417.23999,410.01001,416.44995,SOX
2012-01-26,12757.33,12841.95,12695.16,12734.63,DJI
2012-01-26,2474.05005,2479.31006,2444.83008,2454.62988,NDX
2012-01-26,416.32007,420.12988,409.8501,411.93994,SOX
2012-01-27,12733.95,12733.95,12630.72,12660.46,DJI
2012-01-27,2450.37988,2467.45996,2448.72998,2461.77002,NDX
2012-01-27,410.23999,414.72998,409.45996,413.34009,SOX
2012-01-30,12659.17,12659.32,12529.41,12653.72,DJI
2012-01-30,2438.52002,2468.57007,2433.62988,2465.32007,NDX
2012-01-30,407.91992,409.93994,404.40991,408.73999,SOX
2012-01-31,12654.78,12720.1,12567.33,12632.91,DJI
2012-01-31,2476.6499,2481.51001,2453.05005,2467.94995,NDX
2012-01-31,411.75,412.73999,406.5,408.93994,SOX
2012-02-01,12632.76,12784.62,12632.76,12716.46,DJI
2012-02-01,2481.62012,2497.31006,2474.29004,2488.17993,NDX
2012-02-01,414.6499,421.3999,413.02002,418.73999,SOX
2012-02-02,12716.54,12741.89,12676.05,12705.41,DJI
2012-02-02,2495.08008,2504.15991,2487.1499,2495.83008,NDX
2012-02-02,419.38989,423.63989,418.52002,420.56006,SOX
2012-02-03,12705.04,12869.95,12704.96,12862.23,DJI
2012-02-03,2518.86011,2532.26001,2514.98999,2529.16992,NDX
2012-02-03,425.29004,428.69995,423.72998,427.98999,SOX
2012-02-06,12860.72,12860.79,12793.43,12845.13,DJI
2012-02-06,2519.33008,2528.30005,2513.51001,2528.30005,NDX
2012-02-06,424.52002,424.52002,419.94995,421.87012,SOX
2012-02-07,12844.37,12903.71,12782.57,12878.2,DJI
2012-02-07,2522.79004,2537.63989,2514.8999,2532.06006,NDX
2012-02-07,420.73999,423.48999,417.5,422.30005,SOX
2012-02-08,12865.79,12893.64,12817.69,12883.95,DJI
2012-02-08,2533.47998,2545.84009,2523.87988,2545.71997,NDX
2012-02-08,423.1499,430.41992,422.80005,427.59009,SOX
